ID,TotalReplies,TotalResponses,TotalPosts,AverageWordsPerPost,LikeRate,QuestionsAsked,URLSharing,MeanPostsPerThread,ConversationInitiationRate,PostingDiversity,BidirectionalNetwork
1136,10,22,20,221.75,0.45,0.3,0.05,1.818182,0,4,0.103448
1137,50,51,61,117.4918,0.967213,0.344262,0.098361,1.90625,0,6.777778,0.246914
1138,7,11,8,32.625,0.125,0.375,0,1.142857,0,1.6,0.125
1139,50,66,74,40.9865,0.108108,0.162162,0.040541,2.176471,0.029412,10.571429,0.247312
1140,10,7,9,239.3333,0,0.444444,0.111111,1.8,0,3,0.214286
1141,196,236,465,66.5075,1.470968,0.470968,0.036559,3.1,0.026667,29.0625,0.444816
1142,75,83,101,27.3069,0.49505,0.217822,0.029703,1.485294,0.073529,9.181818,0.274194
1143,25,30,38,31.0789,0.052632,0.315789,0,1.9,0.15,3.454545,0.27907
1144,10,13,9,1156,2.222222,0.666667,0.111111,1.8,0,3,0.15
1145,7,5,4,117,1.75,0,0,1.333333,0,2,0.333333
1146,186,251,1017,209.4641,0.576205,0.469027,0.030482,6.08982,0.047904,48.428571,0.476351
1147,25,19,28,28.5,0.357143,0.321429,0,1.333333,0.142857,2.333333,0.257143
1148,24,22,23,79.4348,0.478261,0.521739,0,1.642857,0.142857,2.555556,0.243243
1149,306,359,766,64.6775,0.808094,0.207572,0.097911,2.127778,0.141667,34.818182,0.451965
1150,2,2,2,92.5,3,0,0,1,0,2,0
1151,6,6,6,21.6667,0,0.5,0,1,0.166667,6,0
1152,40,32,51,184,0.27451,0.352941,0.196078,1.416667,0.333333,3.642857,0.2
1153,3,1,2,23,0,0.5,0,1,0.5,1,0
1154,27,24,28,22.3929,0.392857,0.321429,0.071429,1.166667,0.125,2.153846,0.133333
1155,3,1,3,25.3333,0,0,0,1,0,1,0
1156,1,1,1,94,0,0,0,1,0,1,0
1157,136,139,836,291.4246,0.206938,0.464115,0.246411,7.886792,0.066038,69.666667,0.536313
1158,4,5,4,259.75,0,0.25,0,2,0,2,0.125
1159,7,6,7,54.1429,0,0.142857,0,2.333333,0.666667,2.333333,0.083333
1160,1,1,1,32,0,0,0,1,0,1,0
1161,8,7,8,26.5,1.375,0,0,1.333333,0.166667,2.666667,0.153846
1162,4,2,2,245.5,1,0,0,2,1,2,0.2
1163,13,8,11,36.7273,0.181818,0.454545,0,2.2,0.4,2.75,0.3125
1164,1,1,1,264,1,0,1,1,0,1,0
1165,243,286,660,86.8742,1.236364,0.265152,0.018182,3.173077,0.024038,50.769231,0.465374
1166,80,63,333,63.964,0.465465,0.489489,0.075075,5.842105,0,166.5,0.489583
1167,118,156,220,367.6455,0.868182,0.527273,0.159091,2.894737,0.065789,27.5,0.37
1168,2,1,2,126,0,0,0,2,1,2,0.5
1169,60,60,82,84.3049,0.402439,0.182927,0.109756,2.411765,0.117647,9.111111,0.363636
1170,52,74,87,241.2184,1.022989,0.229885,0.172414,1.191781,0.041096,5.117647,0.223301
1171,2,3,2,42,0,0,0,2,0,2,0.25
1172,21,13,16,48.3125,0.625,0.5,0.125,2,0.5,4,0.172414
1173,11,12,14,30.2143,0.857143,0.142857,0,1.555556,0.333333,2.333333,0.15
1174,215,195,1246,125.6966,0.454254,0.417335,0.032905,4.810811,0.158301,623,0.583012
1175,189,230,327,36.3211,0.287462,0.519878,0.003058,1.403433,0.025751,13.08,0.36039
1176,127,143,185,103.0757,1.135135,0.318919,0.010811,1.456693,0.094488,12.333333,0.291866
1177,13,16,20,45.45,0.55,0.1,0.05,4,0.4,10,0.380952
1178,27,22,39,39.4359,0.128205,0.384615,0.076923,3,0.692308,7.8,0.441176
1179,2,1,2,14,0,0,0,2,1,2,0.5
1180,81,77,104,56.125,0.548077,0.221154,0.096154,1.704918,0.081967,5.473684,0.338983
1181,2,1,2,25,0,0,0,1,0.5,1,0
1182,193,195,685,73.7226,0.440876,0.378102,0.033577,3.722826,0.01087,57.083333,0.464151
1183,167,243,347,59.5994,0.587896,0.319885,0.066282,1.743719,0,13.88,0.371237
1184,3,2,2,31,1.5,0.5,0,2,0,2,0
1185,26,36,36,138.3333,0.444444,0.305556,0.055556,2,0.055556,4.5,0.24
1186,8,6,4,265.25,0.25,0.5,0,1.333333,0.333333,2,0.166667
1187,5,6,5,48,0.4,0,0,1.25,0,1.25,0.1
1188,1,1,1,54,1,0,0,1,0,1,0
1189,11,10,11,161.1818,1,0.545455,0,2.75,0.25,3.666667,0.3125
1190,6,6,6,25,0.5,0.166667,0,1,0,1.2,0
1191,12,11,13,49.6154,0.076923,0.538462,0,6.5,0,13,0.277778
1192,14,12,9,340.4444,0.111111,0.555556,0,1.5,0.166667,3,0.181818
1193,14,11,11,373.3636,2.181818,0.545455,0.818182,1.571429,0.428571,11,0.25
1194,8,6,6,429.1667,0.5,0.666667,0,1.5,0,1.5,0.272727
1195,31,47,63,337.7143,0.444444,0.68254,0.285714,2.333333,0.074074,7.875,0.258065
1196,14,10,9,211.2222,0.888889,0.333333,0,1.5,0,2.25,0.263158
1197,94,112,142,83.1197,1.971831,0.366197,0.042254,1.775,0.0375,9.466667,0.312102
1198,1,1,1,63,0,0,1,1,0,1,0
1199,85,68,135,64.4519,0.888889,0.059259,0.074074,1.824324,0.135135,33.75,0.353982
1200,61,78,95,140.7474,0.873684,0.178947,0.042105,1.439394,0.015152,15.833333,0.241071
1201,11,11,13,54.4615,0.230769,0.076923,0,1.625,0,3.25,0.222222
1202,62,78,81,52.5062,0.259259,0.234568,0,1.125,0,5.0625,0.196581
1203,1,1,1,17,2,0,1,1,0,1,0
1204,28,27,37,90.5405,0.189189,0.378378,0.027027,4.111111,0.555556,4.625,0.309524
1205,47,39,48,28.3333,1.166667,0.125,0.0625,1.090909,0.022727,5.333333,0.228571
1206,7,9,6,103.1667,0.666667,0.333333,0,1.2,0,6,0.066667
1207,23,24,24,86.6667,0.208333,0.083333,0,1.043478,0,2.666667,0.068182
1208,9,8,10,69.6,0.4,0.2,0.1,1.25,0,3.333333,0.0625
1209,22,12,16,50.75,0.0625,0.5,0,1.454545,0.363636,3.2,0.172414
1210,33,37,36,99.0556,0.388889,0.5,0,1.241379,0,5.142857,0.206897
1211,21,21,27,57.4815,0.481481,0.296296,0.037037,1.6875,0.125,27,0.3125
1212,6,6,6,153.8333,0.166667,0.166667,0,1.2,0,3,0.090909
1213,3,2,2,22,0,0.5,0,2,0,2,0.25
1214,13,14,15,74.2667,0.933333,0.133333,0,1.5,0.1,3.75,0.125
1215,28,26,27,100.1481,0.407407,0.296296,0,1.5,0.166667,3.375,0.102041
1216,7,8,7,245.2857,0.142857,0.857143,0.142857,1.4,0.2,1.4,0.071429
1217,33,37,37,111.3784,0.513514,0.081081,0,1.233333,0.066667,5.285714,0.22807
1218,4,2,2,66.5,0,0,0,2,0,2,0
1219,47,62,62,32.7419,1.080645,0.290323,0.064516,1.265306,0,62,0.159574
1220,12,11,17,52.9412,0.117647,0.176471,0,2.833333,0.333333,4.25,0.4375
1221,9,9,7,41.8571,0.571429,0.285714,0,1,0,1.75,0.125
1222,7,5,5,25.4,0.4,0.2,0,2.5,1,2.5,0.333333
1223,3,3,3,287.6667,1.333333,0.666667,0.333333,1.5,0,1.5,0.5
1224,220,300,429,69.7786,0.51049,0.142191,0.030303,1.21875,0.008523,14.793103,0.372032
1225,2,3,2,35.5,0,0,0,1,0,2,0.25
1226,38,37,58,19.7586,0.068966,0.206897,0,3.411765,0.058824,5.272727,0.339286
1227,4,3,3,53.6667,0,1,0.333333,3,1,3,0.166667
1228,84,93,127,34.4646,0.456693,0.165354,0.03937,2.351852,0.037037,7.055556,0.264286
1229,5,3,3,49,0.666667,0,0,1.5,0,1.5,0.142857
1230,14,15,16,60.0625,0.8125,0.125,0.125,1.454545,0,3.2,0.208333
1231,94,87,117,43.2393,0.461538,0.247863,0.025641,1.56,0.08,6.5,0.222973
1232,16,19,19,44.8421,0.421053,0.105263,0,1.117647,0.058824,2.375,0.09375
1233,7,7,6,141.8333,0.666667,0.333333,0,1,0,1.2,0
1234,64,58,210,89.9238,0.528571,0.404762,0.052381,7.777778,0.259259,30,0.46988
1235,113,122,175,29.6571,0.491429,0.262857,0.005714,1.767677,0.020202,10.9375,0.291209
1236,18,14,18,50.1111,0.833333,0.388889,0,1.384615,0.307692,2.25,0.391304
1237,25,18,42,185.3571,0.97619,0.214286,0.119048,1.5,0.678571,5.25,0.228571
1238,5,3,4,151,0.5,0.5,0.25,1.333333,0.666667,1.333333,0.142857
1239,30,25,35,70.2571,0.4,0.371429,0,2.5,0,3.181818,0.222222
1240,1,1,1,18,0,0,0,1,0,1,0
1241,37,38,38,83.2895,1.052632,0.289474,0,2,0,3.8,0.315789
1242,4,3,3,63.3333,0,0,0,3,1,3,0.4
1243,19,15,18,111.9444,0.666667,0.277778,0,1.2,0,2.571429,0.133333
1244,3,3,3,794.3333,0.333333,1,0.333333,3,0,3,0.5
1245,9,8,11,57.4545,0,0.272727,0,11,0,11,0.307692
1246,323,364,1256,169.1298,0.901274,0.451433,0.270701,3.358289,0.050802,48.307692,0.471092
1247,23,28,45,65.9111,1.111111,0.444444,0.022222,3,0,22.5,0.416667
1248,234,264,542,131.6384,0.618081,0.230627,0.081181,1.464865,0.035135,33.875,0.426934
1249,65,61,152,168.0855,1.105263,0.348684,0.059211,4.342857,0,9.5,0.369565
1250,18,18,20,19.35,0.4,0.15,0,1.25,0.0625,3.333333,0.125
1251,1,1,1,105,2,0,0,1,0,1,0
1252,6,4,4,233.75,0.5,0.25,0,1,0.25,1.333333,0
1253,2,3,2,277,2,0.5,0,2,0,2,0
1254,1,1,1,6,0,0,0,1,0,1,0
1255,78,79,92,62.3804,1.141304,0.184783,0.097826,1.260274,0.068493,8.363636,0.23622
1256,7,6,7,42.4286,0,0.714286,0,1.75,0.25,3.5,0.3
1257,14,10,12,40.5,0.333333,0.25,0.083333,1.2,0.3,1.714286,0.090909
1258,31,28,39,199.7692,0.897436,0.589744,0,1.695652,0.304348,3.9,0.255319
1259,9,3,4,206.25,0.5,0.5,0,1,0.25,2,0
1260,173,203,329,162.3556,1.620061,0.328267,0.012158,2.35,0.007143,13.16,0.382353
1261,8,3,4,46.75,0.25,0.5,0,1,0.25,1.333333,0
1262,18,19,18,15.6111,0.444444,0.111111,0,1,0,3,0.121212
1263,37,33,49,46.5714,0.346939,0.081633,0.142857,1.484848,0.212121,4.454545,0.296296
1264,4,5,5,22,0.2,0.2,0,2.5,0.5,2.5,0.285714
1265,1,1,1,2,0,0,0,1,0,1,0
1266,19,17,27,93.1111,0.333333,0.333333,0.037037,1.8,0.266667,3.857143,0.2
1267,8,4,10,218.6,1.7,0.3,0.3,1.25,0.875,3.333333,0.090909
1268,7,5,6,103.5,0.666667,0.666667,0,1,0.166667,1.2,0
1269,4,2,2,126,0,0,0,1,0,1,0
1270,6,2,5,203.8,1,0.4,0,2.5,1,2.5,0.333333
1271,4,5,5,8.2,0.2,0.2,0,1.25,0,1.25,0.125
1272,280,334,650,81.7692,0.947692,0.244615,0.012308,1.724138,0.002653,28.26087,0.454976
1273,16,18,18,223.5556,2.111111,0.222222,0,1.5,0,2,0.133333
1274,9,4,8,212,0.125,0.5,0.625,4,0,4,0.3
1275,147,121,309,119.7864,0.686084,0.242718,0.63754,1.423963,0.723502,23.769231,0.27619
1276,47,45,54,62.5926,0.759259,0.407407,0.018519,1.8,0.166667,6,0.277778
1277,1,1,1,63,0,0,1,1,0,1,0
1278,146,188,395,50.1114,0.63038,0.286076,0.010127,3.291667,0.166667,20.789474,0.374486
1279,397,409,1752,88.6084,0.753995,0.445205,0.056507,3.49004,0.207171,83.428571,0.577299
1280,6,9,9,213.8889,0.444444,0.222222,0.111111,1.8,0.2,3,0.25
1281,2,4,4,175,0.5,0.25,0,1,0,4,0
1282,53,44,62,74.629,0.387097,0.548387,0.080645,1.722222,0.361111,4.133333,0.197531
1283,6,6,6,25,0.166667,0,0,1.5,0,2,0.2
1284,4,1,2,113.5,0,0.5,0,1,0.5,2,0
1285,317,394,1503,190.2868,0.626747,0.327345,0.0499,5.940711,0.083004,93.9375,0.590604
1286,227,270,629,89.0111,0.621622,0.289348,0.049285,2.199301,0.160839,25.16,0.432277
1287,207,245,461,78.3427,0.915401,0.275488,0.02603,2.478495,0.037634,20.954545,0.421384
1288,5,2,4,183.75,0,0,0,1,0.5,1.333333,0
1289,6,4,4,127,1.5,0.25,0,1,0,1,0.111111
1290,362,526,1041,53.927,0.806916,0.315082,0.010567,1.591743,0.042813,49.571429,0.432258
1291,2,2,2,666.5,0,0.5,0.5,1,0,1,0
1292,55,55,113,108.3097,0.619469,0.150442,0.238938,2.215686,0.117647,9.416667,0.309524
1293,6,1,2,147.5,0,1,0,2,1,2,0
1294,31,34,51,249.3333,0.803922,0.588235,0.156863,3.1875,0,51,0.382979
1295,15,15,14,61,0,0.214286,0,1.555556,0.111111,2,0.2
1296,265,288,564,66.8741,1.35461,0.200355,0.189716,1.924915,0.129693,23.5,0.407125
1297,5,4,5,228.6,0.6,0,0,5,0,5,0.125
1298,161,202,379,179.0264,0.211082,0.453826,0.01847,6.112903,0.032258,54.142857,0.349442
1299,2,3,2,68,0,0,0.5,1,0,1,0
1300,56,82,120,31.1833,0.583333,0.158333,0.075,1.73913,0.072464,8.571429,0.232143
1301,12,13,10,67.3,0.4,0.5,0,1.666667,0,2,0.190476
1302,2,2,2,59.5,0,0,0,1,0,1,0
1303,16,5,19,165,0.210526,0.736842,0.210526,1.055556,1,2.714286,0
1304,11,12,15,72.3333,0.333333,0.4,0.133333,1.363636,0.545455,1.875,0.210526
1305,179,218,337,90.8101,1.04451,0.347181,0.038576,1.676617,0.034826,22.466667,0.388112
1306,127,155,293,136.4164,1.16041,0.406143,0.122867,2.382114,0.02439,20.928571,0.382353
1307,56,69,77,66.7273,0.233766,0.168831,0,1.283333,0.016667,5.923077,0.25
1308,11,4,5,79.4,0,0.2,0,2.5,0,5,0.25
1309,1,1,1,23,0,0,0,1,0,1,0
1310,4,3,3,102.3333,0.666667,0.333333,0,1.5,0,3,0.166667
1311,1,2,1,103,0,0,0,1,0,1,0
1312,165,211,448,156.2344,0.412946,0.287946,0.020089,3.343284,0.134328,37.333333,0.446154
1313,176,205,636,89.978,0.644654,0.257862,0.056604,4,0.081761,63.6,0.524
1314,32,27,37,736.5676,3.891892,0.72973,0.216216,2.176471,0,7.4,0.282609
1315,3,2,2,847,3.5,0.5,0.5,1,0,1,0
1316,21,19,24,235.7083,0.708333,0.25,0.333333,2,0,4,0.176471
1317,32,37,37,101.973,0.675676,0.216216,0.027027,1.423077,0.115385,4.625,0.169492
1318,5,1,3,71.6667,0,1,0,3,1,3,0.2
1319,2,2,2,5.5,0,0,0,1,0,2,0
1320,108,107,201,124.9851,0.19403,0.432836,0.069652,2.61039,0.441558,28.714286,0.396104
1321,2,3,2,78,0,0,0,1,0,1,0
1322,4,5,5,145.6,0.6,0.6,0,1.25,0.25,1.666667,0
1323,1,1,1,24,0,0,0,1,0,1,0
1324,2,2,2,48.5,0,0,0,2,0,2,0
1325,23,19,23,69.6522,2.086957,0.086957,0,1.4375,0,2.875,0.105263
1326,5,5,5,31,0.4,0,0,1.25,0,2.5,0
1327,15,10,22,240.5909,0.454545,0.5,0,5.5,0,5.5,0.388889
1328,87,85,110,33.9909,0.818182,0.209091,0.018182,1.617647,0,12.222222,0.34375
1329,1,2,1,42,0,0,0,1,0,1,0
1330,52,54,53,93.2264,1.301887,0.509434,0,1.558824,0.029412,5.888889,0.152174
1331,81,78,79,45.2405,0.78481,0.126582,0,1.837209,0,7.9,0.261905
1332,20,20,19,39,0.473684,0.210526,0.052632,1.055556,0.055556,3.8,0.142857
1333,4,2,3,6.6667,0.333333,0,0,1,0,1,0
1334,25,16,19,109.4211,0.210526,0.315789,0,4.75,0.5,4.75,0.28125
1335,3,3,3,29.6667,0,0,0,1,0,1.5,0
1336,23,46,50,182.06,0.04,0.52,0.04,2.173913,0.043478,12.5,0.254545
1337,3,2,2,136.5,1.5,0.5,0,2,1,2,0.25
1338,8,8,9,60.4444,1.777778,0.111111,0,1.125,0.125,2.25,0.142857
1339,6,7,7,84,0,0.285714,0,1.75,0.5,2.333333,0.181818
1340,12,11,17,59.5882,0.352941,0.176471,0.058824,1.214286,0.357143,1.888889,0
1341,66,53,115,78.4783,0.426087,0.217391,0.017391,3.285714,0.085714,14.375,0.525641
1342,4,1,2,44,0,1,0,2,1,2,0.25
1343,2,1,2,31.5,0,0,0,1,0.5,1,0
1344,2,1,2,58,0,0,0,2,1,2,0
1345,66,69,79,44.1392,0.64557,0.151899,0,1.436364,0.018182,4.9375,0.19469
1346,68,70,152,498.0658,0.717105,0.473684,0.046053,3.102041,0.102041,16.888889,0.38
1347,1,1,1,2,0,0,0,1,0,1,0
1348,35,8,19,80,0.578947,0.526316,0,1.266667,0.733333,3.8,0.131579
1349,17,15,23,29,0.347826,0.173913,0.043478,1.533333,0.2,5.75,0.103448
1350,142,140,224,69.3438,0.508929,0.357143,0.013393,1.555556,0.083333,11.2,0.368932
1351,8,6,6,95,0.833333,0.166667,0.166667,1.2,0,6,0
1352,2,2,2,68,1,0,0,1,0,1,0
1353,32,31,35,91.7143,0.457143,0.314286,0.114286,1.166667,0.1,5.833333,0.145455
1354,67,85,94,49.0532,0.978723,0.223404,0.074468,1.62069,0.017241,6.266667,0.256198
1355,110,124,131,79.6031,1.229008,0.152672,0.038168,1.31,0.1,8.733333,0.322034
1356,4,4,3,205.6667,0.333333,0,0,1,0,1,0.142857
1357,94,93,178,147.2303,1.039326,0.353933,0.02809,2.738462,0.015385,35.6,0.395522
1358,59,76,211,101.3744,0.654028,0.208531,0.085308,5.02381,0.095238,17.583333,0.363636
1359,50,66,75,42.6133,0.28,0.186667,0.04,1.470588,0.078431,6.25,0.195876
1360,2,1,2,323,0,1,0,2,0,2,0.5
1361,44,53,58,154.2931,1.931034,0.517241,0.051724,2.148148,0.074074,5.272727,0.227848
1362,25,26,28,297.3929,0.178571,0.571429,0,2,0.357143,7,0.243902
1363,59,75,82,51.5366,0.658537,0.121951,0,1.490909,0.145455,4.315789,0.252336
1364,3,2,2,15,0,0,0.5,1,0,1,0.25
1365,8,1,4,64.5,0.25,0.75,0,1.333333,0.666667,1.333333,0
1366,12,7,8,777.375,0.875,0.75,0,2.666667,0.666667,2.666667,0.266667
1367,37,38,48,30.8125,1.125,0.1875,0.0625,1.655172,0.103448,4,0.271186
1368,10,3,12,102.9167,0.166667,0.583333,0,1,0.666667,1.5,0
1369,88,82,116,50.0517,0.948276,0.155172,0.103448,2.974359,0.205128,10.545455,0.349206
1370,133,167,196,111.0051,0.892857,0.44898,0.02551,1.798165,0.036697,10.315789,0.376147
1371,33,33,30,192.5333,0.266667,0.433333,0,1.25,0.083333,3.333333,0.157895
1372,5,4,5,607.2,2.6,0.4,0,1,0.2,2.5,0.125
1373,2,4,4,38.75,0,0,0,2,0,2,0.5
1374,45,60,75,133.6933,0.653333,0.426667,0.013333,2.205882,0.235294,8.333333,0.346154
1375,158,187,264,37.5038,0.723485,0.287879,0.068182,1.517241,0.074713,14.666667,0.347656
1376,5,4,6,124,0,0.5,0,1.5,0.5,2,0.125
1377,25,21,51,167.5098,0.627451,0.27451,0.705882,1.7,0.6,4.25,0.210526
1378,4,2,3,34.6667,0.333333,0.333333,0,1,0.333333,1.5,0
1379,5,6,6,23.3333,0.666667,0,0,2,0.333333,2,0.571429
1380,3,4,4,207.5,0.25,0,0,1,0.25,1,0
1381,80,86,84,54.4643,0.380952,0.27381,0.011905,1.217391,0.057971,4.941176,0.211679
1382,1,1,1,28,0,0,0,1,0,1,0
1383,87,110,148,331.2027,0.878378,0.398649,0.141892,3.148936,0.06383,12.333333,0.417266
1384,58,65,87,75.9425,1.137931,0.287356,0.057471,2.071429,0.047619,9.666667,0.268041
1385,1,2,1,40,0,0,0,1,0,1,0
1386,22,18,24,81.4583,0.166667,0.333333,0.125,1.5,0.1875,4,0.212121
1387,4,2,3,90,1.333333,0.333333,0,3,1,3,0.2
1388,4,3,3,139.3333,0,0,0.333333,3,1,3,0.4
1389,12,6,13,50.9231,0.076923,0.307692,0,2.6,0,13,0.285714
1390,103,104,129,64.4341,0.372093,0.224806,0.007752,1.816901,0.056338,21.5,0.277778
1391,3,1,3,43.6667,0.666667,0,0,1.5,1,1.5,0
1392,243,309,563,34.3233,1.312611,0.30373,0.010657,2.787129,0.009901,40.214286,0.452632
1393,22,19,20,83.45,0.35,0.3,0.05,1.538462,0.153846,3.333333,0.242424
1394,48,52,58,52.8103,0.724138,0.12069,0,1.487179,0,5.272727,0.25
1395,89,74,106,208.1792,1.339623,0.216981,0.04717,1.452055,0.082192,5.888889,0.263566
1396,74,89,137,65.0146,1.518248,0.423358,0.072993,2.283333,0.033333,8.5625,0.263566
1397,8,2,2,119,3,0,0,1,0,1,0
1398,7,8,7,229.7143,0.142857,0.142857,0.428571,1,0,7,0.153846
1399,1,1,1,156,1,0,0,1,0,1,0
1400,12,5,9,48.3333,0,0.777778,0,1.5,0.666667,3,0.214286
1401,17,27,28,87.8929,0.214286,0.285714,0,1.75,0,4.666667,0.189189
1402,190,170,399,186.8797,1.408521,0.255639,0.112782,2.22905,0.234637,19,0.422925
1403,63,61,65,35.2462,0.784615,0.2,0.015385,1.354167,0.125,4.333333,0.215686
1404,3,7,6,41.8333,0.333333,0,0,1.5,0,3,0.25
1405,12,10,11,68.0909,1.181818,0.181818,0.181818,1.375,0.125,2.2,0.1
1406,5,4,6,108.1667,0.5,0.166667,0,1.5,0.25,6,0.125
1407,4,5,5,21.4,0,0.4,0,1.25,0,1.666667,0.285714
1408,121,130,190,50.8684,1.052632,0.2,0.021053,1.41791,0.029851,13.571429,0.255
1409,15,13,14,37,0.357143,0.285714,0,1.555556,0.333333,4.666667,0.166667
1410,314,409,997,42.6108,0.930792,0.251755,0.031093,2.064182,0.066253,45.318182,0.448898
1411,50,57,85,79.3647,0.529412,0.294118,0.023529,2.931034,0.068966,7.083333,0.258824
1412,34,42,57,204.4211,0.596491,0.438596,0,2.28,0.2,5.7,0.266667
1413,70,73,94,36.4894,0.319149,0.12766,0.010638,2.35,0.025,11.75,0.38835
1414,27,29,25,224.12,1.2,0.44,0,1.470588,0.058824,3.571429,0.166667
1415,3,2,3,40,0,0,0,1.5,0.5,1.5,0
1416,3,3,3,26,0,0,0,1,0,1.5,0
1417,72,116,130,89.0231,2.053846,0.246154,0.038462,2.708333,0.020833,130,0.27027
1418,251,296,610,117.7951,0.552459,0.319672,0.016393,2.09622,0.027491,23.461538,0.466488
1419,1,1,1,18,0,0,0,1,0,1,0
1420,1,1,1,423,3,0,0,1,0,1,0
1421,17,13,15,28.6,0.466667,0.066667,0,1.25,0.166667,1.363636,0.071429
1422,2,2,2,91.5,0,0,0,1,0,1,0
1423,8,5,4,122.25,0,0,0,4,0,4,0.444444
1424,6,8,9,94.4444,0.333333,0.333333,0,2.25,0,2.25,0.272727
1425,11,17,28,14.5714,0.035714,0,0.035714,1.555556,0,28,0.12
1426,21,12,19,177.1579,0.421053,0.473684,0.105263,1.583333,0.25,4.75,0.064516
1427,81,84,114,103.0614,0.842105,0.438596,0,2.425532,0.042553,10.363636,0.27907
1428,10,10,11,119.1818,0.090909,0.363636,0,1.1,0.1,2.2,0.052632
1429,238,306,776,220.1302,0.381443,0.306701,0.079897,3.344828,0.012931,43.111111,0.458445
1430,33,35,42,109.7619,0.880952,0.261905,0.047619,3,0.142857,6,0.416667
1431,4,1,2,28,0,1,0,2,1,2,0
1432,11,4,7,78.5714,0,1,0,1.75,1,3.5,0.153846
1433,18,12,36,1,0.888889,0,0,2.769231,0.615385,4.5,0.304348
1434,43,39,64,34.875,0.34375,0.234375,0.015625,1.828571,0.371429,4.266667,0.261538
1435,160,169,265,93.8038,0.811321,0.29434,0.022642,2.022901,0.061069,14.722222,0.342857
1436,1,1,1,15,0,0,0,1,0,1,0
1437,21,22,25,106.2,1.48,0.24,0.36,1.785714,0.142857,8.333333,0.264706
1438,6,3,4,58.5,0,0.5,0,2,0.5,4,0.285714
1439,7,5,7,23.7143,0.285714,0.142857,0,1.166667,0.166667,1.75,0.090909
1440,37,36,55,68.5636,0.2,0.636364,0,1.774194,0.451613,11,0.216667
1441,158,166,288,80.7153,2.46875,0.253472,0.097222,2.071942,0.079137,13.714286,0.402597
1442,1,1,1,14,1,0,0,1,0,1,0
1443,9,10,11,235.7273,0,0.454545,0,11,0,11,0.266667
1444,1,1,1,29,0,0,0,1,0,1,0
1445,8,9,7,118.1429,0.714286,0.571429,0,2.333333,0,2.333333,0.416667
1446,4,4,4,326.25,1.5,0.25,0,2,0.5,4,0.333333
1447,111,129,171,157.3977,1.064327,0.450292,0.111111,1.965517,0.011494,10.058824,0.371429
1448,95,109,125,57.968,1.384,0.312,0.096,1.470588,0.070588,6.578947,0.267081
1449,16,10,16,164.3125,0.3125,0.5625,0.125,2.666667,0.833333,5.333333,0.238095
1450,30,25,41,97.8293,0.195122,0.317073,0.04878,2.157895,0,5.125,0.309524
1451,6,6,7,107.4286,0.714286,0.285714,0.428571,1.4,0.2,3.5,0.333333
1452,1,3,2,76,0,0.5,1,2,0,2,0
1453,44,36,46,55.3478,0.478261,0.456522,0.021739,1.769231,0.307692,4.6,0.212121
1454,1,1,1,59,0,1,0,1,0,1,0
1455,24,26,29,341.7586,0.862069,0.37931,0,2.071429,0,4.833333,0.315789
1456,51,59,88,79.2045,0.636364,0.318182,0.215909,1.87234,0.148936,5.866667,0.294118
1457,2,2,2,33.5,0,1,0,2,0,2,0.333333
1458,109,102,298,341.3356,1.040268,0.221477,0.654362,2.893204,0.475728,24.833333,0.327044
1459,19,20,20,58.85,0.65,0.25,0.05,1.176471,0.058824,3.333333,0.114286
1460,2,3,2,114.5,0,0.5,0,1,0,1,0.25
1461,7,7,6,93,0.166667,0,0,1,0,1.5,0
1462,8,10,9,45.5556,0.777778,0.111111,0,1.5,0,1.8,0.384615
1463,18,19,19,125.1579,0.736842,0.368421,0.052632,1.461538,0.153846,2.111111,0.121212
1464,5,3,4,51.25,0,0,0,4,1,4,0.142857
1465,22,23,24,40.7917,0.541667,0.25,0.041667,2.666667,0.333333,6,0.216216
1466,1,1,1,8,0,0,0,1,0,1,0
1467,89,75,147,379.3129,0.673469,0.367347,0,3.0625,0.229167,21,0.426087
1468,2,3,2,3118,1,1,0.5,1,0,1,0
1469,2,1,2,66.5,0,1,0,2,1,2,0.5
1470,74,61,78,47.9103,0.358974,0.320513,0.051282,1.659574,0.191489,8.666667,0.285714
1471,7,3,5,22.8,1.6,0.6,0,2.5,1,5,0.25
1472,2,2,2,42,0,0,0,1,0,2,0
1473,12,13,11,45.1818,0.090909,0.363636,0,1.222222,0,3.666667,0.25
1474,10,8,12,43.25,0.416667,0.166667,0,1.090909,0.272727,2.4,0.125
1475,1,1,1,60,0,1,0,1,0,1,0
1476,9,6,7,118.1429,0.142857,0.714286,0,1.75,1,3.5,0.153846
1477,2,2,2,63,1,0,0,1,0,2,0
1478,18,25,18,63.4444,0.333333,0.277778,0,1.285714,0.071429,4.5,0.131579
1479,19,14,17,80.7059,0.235294,0.470588,0,1.214286,0.428571,5.666667,0.137931
1480,2,2,2,105,0,1,0,2,1,2,0
1481,41,60,53,140.3396,1.490566,0.207547,0,1.606061,0.030303,5.888889,0.202381
1482,9,8,11,590.6364,0,0.545455,0,1.571429,0.285714,1.571429,0.214286
1483,66,76,97,140.2784,0.556701,0.28866,0.14433,1.901961,0.137255,6.0625,0.267857
1484,27,18,24,91.7083,0.75,0.416667,0,1.5,0.1875,3.428571,0.153846
1485,16,32,42,115.7857,0.761905,0.047619,0,3.230769,0.076923,14,0.297297
